CATÉGORIE D'ÉVÉNEMENT	GROUPE D'ÉVÉNEMENT	SOUS-GROUPE D'ÉVÉNEMENT	TYPE D'ÉVÉNEMENT	ENDROIT	DATE DU DÉBUT DE L'ÉVÉNEMENT	COMMENTAIRES	VICTIMES	BLESSÉS / INFECTÉS	ÉVACUÉS	COÛT TOTAL ESTIMÉ	COÛT TOTAL NORMALIZE	DATE DE FIN DE L'ÉVÉNEMENT	PAIEMENTS FÉDÉRAUX DES AAFCC	PAIEMENTS PROVINCIAUX DES AAFCC	PAIEMENTS DES DÉPARTEMENTS PROVINCIAUX	COÛTS MUNICIPAUX	COÛTS D'AMG	PAIEMENTS D'ASSURANCE	PAIEMENTS D'O.N.G.	SERVICES PUBLICS - PERSONNES AFFECTÉES	MAGNITUDE	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Col Kicking Horse, à la frontière de la Colombie-Britannique et de l'Alberta	01/11/1978 12:00:00 AM	Col Kicking Horse, à la frontière de la Colombie-Britannique et de l'Alberta, novembre 1978. Une coulée de débris provoquée par une débâcle glaciaire au glacier Cathedral détruit trois niveaux de voies ferrées du CP et provoque le déraillement d'un train de marchandises; des sections de la Transcanadienne sont ensevelies sous les débris.	0	0	0	20087353.0000	3293008.7	01/11/1978 12:00:00 AM	7372141.0000	12715212.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Nord-Ouest de la Colombie Britannique	29/10/1978 12:00:00 AM	Nord-ouest de la Colombie-Britannique, du 29 octobre au 7 novembre 1978. Le nord-ouest de la C.-B. a été touché par deux inondations. La première inondation a été provoquée par une tempête violente qui a frappé la région du 29 octobre au 1er novembre. La seconde inondation a été causée par des pluies abondantes et un mélange de neige et de pluie entre le 4 et le 7 novembre. Les inondations sont survenues le long des rivières Skeena et Nass et dans les îles Queen Charlotte. La région de Terrace-Kitimat a été déclarée zone sinistrée, les activités économiques locales ayant été gravement désorganisées en raison de l’inondation et de l’interruption des communications. Le village de Kitimaat et la ville de Thornhill ont aussi été touchés alors que les secteurs de Lakelse Lake et de Old Remo ont été les plus gravement touchés par l’inondation, des douzaines de maisons ayant été inondées. De nombreux ponts ont été endommagés et détruits, de nombreux tronçons de route et d’autoroute ont été emportés et la voie ferrée entre Smithers et Terrace a été fermée à cause de l’inondation. Une voie du CN a été détruite – une locomotive est tombée dans la rivière Skeena, causant la mort de deux personnes.	2	0	40	8277755.0000	1357009.0	07/11/1978 12:00:00 AM	3037970.0000	5239785.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Ouragan / ouragan / tempête tropicale	St. John's (T.-N.-L.)	05/09/1978 12:00:00 AM	St. John's (T.-N.-L.), 5 septembre 1978. Une violente tempête, l'ouragan Ella, accompagnée de vents soufflant à plus de 220 km/h, passe au sud du cap Race; à St. John's, on enregistre 45 mm de pluie et des vents de 115 km/h.	0	0	0			05/09/1978 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technologie	Accident de transport	Véhicule	Eastman (QC)	04/08/1978 12:00:00 AM	Eastman (QC), 4 âout 1978. Les freins d'un autobus nolisé lâchent: l'autobus plonge dans le lac d'argent, 41 morts.	41	0	0			04/08/1978 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Edmonton (AB)	10/07/1978 12:00:00 AM	Edmonton (AB), les 10 et 11 juillet 1978.  Le ruissellement qui résulte d'une forte averse localisée dépasse la capacité du réseau d'égouts d'Edmonton, provoquant de graves inondations. Environ 90 mm de pluie tombent en 16 à 18 heures, la plus grande portion en 4 heures. Des routes et des ponts sont endommagés, les sols sont érodés, les sous-sols inondés et les égouts refoulent. On signale également de brèves pannes de téléphone et d'électricité. Les régions de Raymond, de Lethbridge, de Milk River et de Coutts sont également touchées.	0	0	0	1597600.0000	261901.6	11/07/1978 12:00:00 AM	87859.0000	1509741.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Orages et orages graves	Winnipeg (MB)	25/05/1978 12:00:00 AM	Winnipeg (MB), 25 mai 1978.	0	0	0			25/05/1978 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technologie	Produits chimiques dangereux	Fuite / dégagement de flaque	St-Eustache (QC)	12/04/1978 12:00:00 AM	St-Eustache (QC), 12 avril 1978. Une fuite d'essence de longue date décelée par deux explosions importantes dans les égouts. 2,000 personnes évacuées soient 544 familles et 39 commerces; 4 blessés; 79 puits de sondage ont permis de récupérer 35 200 litres d'essence; pour quelques familles, l'avis d'évacuation a été maintenu trois mois.	0	4	2000			12/04/1978 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Milk River et région (AB)	01/04/1978 12:00:00 AM	Régions de Raymond, Lethbridge, Milk River et Coutts (AB), printemps-été 1978. Plus de 400 sous-sols sont inondés (voir 1978.011 pour les inondations d\'Edmonton.	0	0	0			31/08/1978 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technologie	Accident de transport	L'air	Cranbrook (C.-B.)	11/02/1978 12:00:00 AM	Cranbrook (C.-B.), 11 février 1978. 43 morts, quatre personnes blessées grièvement: un Boeing 737 s'écrase à l'atterrissage en tentant d'éviter un chasse-neige sur la piste.	43	4	0			11/02/1978 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Orages et orages graves	Îles de la Baie de Fundy (N.-B.)	01/02/1978 12:00:00 AM	Îles de la Baie de Fundy (N.-B.), février 1978.	0	0	0			01/02/1978 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Tempête hivernale	Région sud-ouest de l'Ontario	26/01/1978 12:00:00 AM	Région sud-ouest de l'Ontario, le 26 janvier 1978. Il tombe 32 cm de neige en 36 heures. Neige abondante et vents forts (plus de 115 km/h) causent d'importants dommages et font 400 blessés.	8	400	0			26/01/1978 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technologie	Événement de l'espace	Débris d'espace	Territoires du Nord-Ouest	24/01/1978 12:00:00 AM	Territoires du Nord-Ouest, 24 janvier 1978. Un satellite soviétique, « Cosmos 954 », s'écrase dans les Territoires du Nord-Ouest, éparpillant sur une vaste étendue 65 kg de matériel radioactif.	0	0	0			24/01/1978 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Terre-Neuve	14/01/1978 12:00:00 AM	Terre-Neuve, du 14 au 16 janvier 1978. Des conditions climatiques hors saison causent une inondation de la rivière Grand Codroy sur la côte ouest de Terre-neuve. Le pont de la rivière (construit en 1926), qui s'est effondré sous la pression des glaces transportées par la crue des eaux, devra être presque entièrement reconstruit. La perte de ce lien entre la rive nord et la rive sud du cours d'eau laisse sans abri 1 500 résidents de Codroy, de Melville, de Cape Anguille et de O'Regans. De plus, un câble téléphonique d'une longueur de 244 m, qui était fixé au pont, est arraché, ce qui laisse les quatre localités sans service. En avril 1978 un ouvrage temporaire à une voie, est construit à 16 km en aval de l'ouvrage original. 	0	0	0	5235779.0000	858324.4	16/01/1978 12:00:00 AM	3588601.0000	1647178.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Sécheresse	Région centrale de l'Ontario	01/01/1978 12:00:00 AM	Région centrale de l'Ontario, 1978. La sécheresse et la chaleur nuisent au rendement des cultures.	0	0	0			01/01/1978 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Corner Brook (T.-N.-L.)	27/12/1977 12:00:00 AM	Corner Brook (T.-N.-L.), le 27 décembre 1977. Des précipitations et des températures douces dans l’ensemble de la province le jour de Noël et le lendemain ont fait fondre la neige accumulée et causé des inondations, endommageant des rues dans la ville de Corner Brook.	0	0	0			27/12/1977 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Région centrale et sud de l'Ontario	13/03/1977 12:00:00 AM	Région centrale et sud de l'Ontario, mars 1979. Inondations le long des rivières Saugeen et Maitland dans le sud-ouest de la province et à Sault Ste. Marie. De nombreuses routes sont fermées de long des deux rivières.	0	0	0			13/03/1977 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Tempête hivernale	Péninsule du Niagara (ON)	28/01/1977 12:00:00 AM	Péninsule du Niagara (ON), le 28 janvier 1977. À la fin du premier jour de cette tempête de trois jours, 2 000 personnes sont en détresse. En tout, 3 000 véhicules sont abandonnés et doivent être déneigés et remorqués. On rapporte dans toutes les villes le gel de conduites particulières.  À St. Catharines seulement, on rapporte 300 appels de service au cours du week-end. ON Hydro connaît deux pannes importantes.	0	0	0			31/01/1977 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technologie	Le feu	Résidentiel	Saint John (N.-B.)	01/01/1977 12:00:00 AM	Saint John (N.-B.), 1 janvier 1977. Un incendie dans un pavillon cellulaire fait 20 morts.	20	0	0			01/01/1977 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Sécheresse	Provinces des Prairies	01/01/1977 12:00:00 AM	Provinces des Prairies, 1977. Une sécheresse touche les cultures céréalières dans certaines parties des Prairies; l'une des plus graves sécheresses générales affectant l'eau de surface; une dure sécheresse frappe aussi le sud de l'Alberta et l'ouest de la Saskatchewan.	0	0	0	0.0000	0.0	01/01/1977 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Fort McMurray, Rainbow Lake (AB)	01/01/1977 12:00:00 AM	Fort McMurray, Rainbow Lake (AB), 1977.	0	0	0			01/01/1977 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technologie	Le feu	Résidentiel	Petty Harbour (T.-N.-L.)	26/12/1976 12:00:00 AM	Petty Harbour, à la sortie de St. John's (T.-N.-L.), 26 décembre 1976. L'incendie d'un foyer de soins infirmiers fait 21 victimes.	21	0	0			26/12/1976 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Toronto (ON)	27/08/1976 12:00:00 AM	Toronto (ON), 27 âout 1976. On doit fermer au moins cinq routes en raison des inondations.	0	0	0			27/08/1976 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Ouragan / ouragan / tempête tropicale	Nouveau-Brunswick et Québec	10/08/1976 12:00:00 AM	Nouveau-Brunswick et Québec, les 10 et 11 août 1976.  Ouragan Belle. Un avertissement d'ouragan est diffusé le 9 août. Des précipitations de 178 mm en trois jours causent d'importants dommages. On signale des sous-sols inondés, des bris de réseaux d'égouts, des routes et des aqueducs emportés. Le 11 août, la rivière Saint-Jean s'élève de 4,9 m à Fredericton et de 4,3 m à Maugerville. Au Québec, environ 13 régions sont touchées, dont celles de Notre-Dame-du-Lac et de Sherbrooke.	0	0	0			11/08/1976 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Orages et orages graves	Moncton (N.-B.)	12/07/1976 12:00:00 AM	Moncton (N.-B.), le 12 juillet 1976. Il tombe 79,8 mm de pluie en 24 heures à Moncton (N.-B.). Des rues et des sous-sols sont inondés dans toute la ville. Des transformateurs sont frappés par la foudre pendant la tempête; toutefois, on ne signale aucune panne de courant généralisée; dans le cas des pannes circonscrites, le courant est rétabli en 24 heures.	0	0	0	8005500.0000	1544469.5	12/07/1976 12:00:00 AM	3065714.0000	4939786.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Grand Falls (T.-N.-L.)	04/05/1976 12:00:00 AM	Grand Falls (T.-N.-L.), 4 mai 1976. Le ruissellement printanier fait gonfler les eaux de la rivière Exploits, inondant une section de la route à l'ouest de Grand Falls. Deux personnes se noient lorsque leur véhicule plonge dans 3 m d'eau.	2	0	0			04/05/1976 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Assiniboine River (MB)	01/04/1976 12:00:00 AM	Manitoba, avril 1976. Le débordement de la rivière Assiniboine atteint un niveau sans précédent.	0	0	0	4545103.0000	876868.7	01/04/1976 12:00:00 AM	2134809.0000	2410294.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	bassin de la rivière Saint-Jean (N.-B.)	31/03/1976 12:00:00 AM	Perth-Andover (bassin de la rivière Saint-Jean) (N.-B.), du 31 mars au 5 avril 1976. Certaines rivières du nord-est de la province sont également touchées; du 31 mars au 5 avril 1976; des tempêtes cycloniques et une fonte des neiges rapide provoquent d'importants embâcles, inondent les routes régionales et les rues des municipalités, ainsi que les voies ferrées et les ponts; d'immenses étangs se forment dans certains quartiers résidentiels; l'état d'urgence est décrété; 400 personnes sont évacuées lorsque les eaux inondent quelque 200 maisons, plusieurs commerces et une école intermédiaire; une personne meurt dans un déraillement, une autre se noie.	2	0	400	975000.0000	188102.9	05/04/1976 12:00:00 AM	155109.0000	819891.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Saskatchewan	01/03/1976 12:00:00 AM	Saskatchewan, de mars au 15 avril 1976. Pluies abondantes au printemps dans de nombreuses régions de la Saskatchewan. Les inondations causent des dommages aux hôpitaux, aux églises, aux propriétés privées, aux petites entreprises et aux terres agricoles. Il faut aussi surélever des routes. Secteurs touchés : rivière Souris, rivière Moose Jaw, rivière Qu'Appelle et les lacs Qu'Appelle.	0	0	0	1947804.0000	375782.1	15/04/1976 12:00:00 AM	530877.0000	1416927.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Inondation	Québec	01/03/1976 12:00:00 AM	Québec, le 1er mars 1976. D'abondantes pluies printanières et une fonte rapide des neiges causent des inondations dans l'ensemble de la province. Les régions du Bas Saint-Laurent - Gaspésie, du Saguenay - Lac Saint-Jean, de Québec, de Montréal, de Trois-Rivières, de l'Estrie, de l'Abitibi-Témiscamingue et de l'Outaouais sont particulièrement touchées. En tout, environ 104 localités situées le long et à proximité des rivières Souris et Assiniboine sont inondées. Des terres publiques, privées et municipales subissent des dégâts.	0	0	0	20500000.0000	3954983.9	15/07/1976 12:00:00 AM	7582330.0000	12917670.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Onde de tempête	Maritimes	02/02/1976 12:00:00 AM	Nouveau-Brunswick, Nouvelle-Écosse, Île-du-Prince-Édouard, les 2 et 3 février 1976. Une violente tempête, que l'on baptisera « Tempête du Jour de la marmotte », s'abat sur la baie de Fundy, accompagnée de vents soufflant à 188 km/h et de vagues de 12 m avec des houles de 10 m. La tempête touche toute l'Île-du-Prince-Édouard, toute la Nouvelle-Écosse et certains secteurs du centre du Nouveau-Brunswick. Saint-Jean (NB) et la Nouvelle-Écosse sont les régions les plus durement touchées (quais, bâtiments, bateaux, maisons mobiles, casiers à homards et filets de pêche endommagés). La tempête abat des poteaux d'électricité et des arbres, les services de transport et d'utilité publique sont interrompus pendant une semaine, les côtes sont inondées. L'ouvrage longitudinal d'Indian Point s'effondre sur 550 m. En Nouvelle-Écosse, l'industrie des pêches enregistre de lourdes pertes.	0	0	0	8005500.0000	1544469.5	03/02/1976 12:00:00 AM	3065714.0000	4939786.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Onde de tempête	Région ouest, centrale et nord de la Nouvelle-Écosse	02/02/1976 12:00:00 AM	Région ouest, centrale et nord de la Nouvelle-Écosse, 2 février 1976. Des vents violents ont endommagé des toits et des fenêtres, renversé des arbres et des lignes électriques et téléphoniques. Une onde de tempête eut le plus grand impact. L'industrie de la pêche fut grandement affectée par les dommages aux rivages dus à des marées extrêmement hautes.	0	0	0	4137800.0000	798289.4	03/02/1976 12:00:00 AM	2067621.0000	2070179.0000						0	0.0	
Incident	Technologie	Explosion	Non résidentiel	Pincher Creek (AB)	01/02/1976 12:00:00 AM	Pincher Creek (AB), février 1976. Explosion d'un puits de gaz sulfureux; le panache de fumée et de gaz qui en résulte entraîne l'évacuation de la population sur un territoire de 1 036 kilomètres carrés.	0	0	0			01/02/1976 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Tempête hivernale	Région de Québec et Trois-Rivières (QC)	02/01/1976 12:00:00 AM	Région de Québec et Trois-Rivières (QC), 2 janvier 1976. Tempête de neige importante accompagnée de pannes d'électricité majeures. 1 100 personnes secourues; 1 mort; 10 blessés.	1	10	0			02/01/1976 12:00:00 AM	0.0000	0.0000						0	0.0	
Désastre	Naturel	Météorologique - hydrologique	Orages et orages graves	Lac Supérior (ON)	10/11/1975 12:00:00 AM	Lac Supérieur (ON), 10 novembre 1975. 29 morts (l'équipage entier): lors d'une tempête, un coup de vent fait sombrer dans 156 m d'eau l'« Edmund Fitzgerald », minéralier de 218 m parti de Sault Ste-Marie.	29	0	0			10/11/1975 12:00:00 AM	0.0000	0.0000						0	0.0	
